Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,Track_Temp,WindDirection,WindSpeed,Cumulative_Tire_Distance,Driver_Meters,Driver_Ahead,Gap_Ahead,Driver_Behind,Gap_Behind
0 days 00:59:00.357000,VAN,2,0 days 00:01:20.366000,39.0,2.0,,,0 days 00:00:21.445000,0 days 00:00:37.613000,0 days 00:00:21.308000,0 days 00:58:01.488000,0 days 00:58:39.101000,0 days 00:59:00.409000,190.0,186.0,269.0,286.0,False,SUPERSOFT,19.0,True,McLaren,0 days 00:57:39.991000,2018-05-27 14:03:40.021,1,17.0,False,,False,True,27.4,47.5,1015.2,False,35.8,0.0,0.8,63403.0,130143.0,"('MAG',)",0.125,"('GRO',)",-0.406
0 days 01:00:21.116000,VAN,2,0 days 00:01:20.759000,40.0,2.0,,,0 days 00:00:21.213000,0 days 00:00:37.857000,0 days 00:00:21.689000,0 days 00:59:21.622000,0 days 00:59:59.479000,0 days 01:00:21.168000,195.0,178.0,260.0,286.0,False,SUPERSOFT,20.0,True,McLaren,0 days 00:59:00.357000,2018-05-27 14:05:00.387,1,17.0,False,,False,True,27.4,48.0,1014.9,False,35.9,177.0,1.3,66740.0,133480.0,"('MAG',)",0.742,"('GRO',)",-0.131
0 days 01:01:40.103000,VAN,2,0 days 00:01:18.987000,41.0,2.0,,,0 days 00:00:20.851000,0 days 00:00:37.130000,0 days 00:00:21.006000,0 days 01:00:42.019000,0 days 01:01:19.149000,0 days 01:01:40.155000,192.0,187.0,268.0,285.0,False,SUPERSOFT,21.0,True,McLaren,0 days 01:00:21.116000,2018-05-27 14:06:21.146,1,17.0,False,,False,True,27.5,47.6,1015.1,False,36.4,310.0,0.8,70077.0,136817.0,"('MAG',)",-0.614,"('GRO',)",1.7109999999999999
0 days 01:02:59.513000,VAN,2,0 days 00:01:19.410000,42.0,2.0,,,0 days 00:00:21.100000,0 days 00:00:37.290000,0 days 00:00:21.020000,0 days 01:02:01.255000,0 days 01:02:38.545000,0 days 01:02:59.565000,196.0,186.0,270.0,284.0,False,SUPERSOFT,22.0,True,McLaren,0 days 01:01:40.103000,2018-05-27 14:07:40.133,1,17.0,False,,False,True,27.4,48.9,1015.0,False,36.6,167.0,1.9,73414.0,140154.0,"('MAG',)",-0.138,"('GRO',)",0.916
0 days 01:04:19.224000,VAN,2,0 days 00:01:19.711000,43.0,2.0,,,0 days 00:00:21.156000,0 days 00:00:37.411000,0 days 00:00:21.144000,0 days 01:03:20.721000,0 days 01:03:58.132000,0 days 01:04:19.276000,190.0,187.0,270.0,287.0,False,SUPERSOFT,23.0,True,McLaren,0 days 01:02:59.513000,2018-05-27 14:08:59.543,1,17.0,False,,False,True,27.4,48.9,1015.0,False,36.6,167.0,1.9,76751.0,143491.0,"('MAG',)",0.025,"('GRO',)",0.026
0 days 01:05:39.491000,VAN,2,0 days 00:01:20.267000,44.0,2.0,,,0 days 00:00:21.232000,0 days 00:00:37.757000,0 days 00:00:21.278000,0 days 01:04:40.508000,0 days 01:05:18.265000,0 days 01:05:39.543000,185.0,181.0,264.0,283.0,False,SUPERSOFT,24.0,True,McLaren,0 days 01:04:19.224000,2018-05-27 14:10:19.254,1,17.0,False,,False,True,27.1,50.9,1015.1,False,37.0,176.0,1.1,80088.0,146828.0,"('MAG',)",0.396,"('GRO',)",-0.41000000000000003
0 days 01:06:59.620000,VAN,2,0 days 00:01:20.129000,45.0,2.0,,,0 days 00:00:21.062000,0 days 00:00:37.594000,0 days 00:00:21.473000,0 days 01:06:00.605000,0 days 01:06:38.199000,0 days 01:06:59.672000,194.0,185.0,271.0,286.0,False,SUPERSOFT,25.0,True,McLaren,0 days 01:05:39.491000,2018-05-27 14:11:39.521,1,17.0,False,,False,True,26.9,51.6,1015.2,False,36.3,191.0,1.7,83425.0,150165.0,"('MAG',)",-0.508,"('GRO',)",-0.81
0 days 01:08:20.110000,VAN,2,0 days 00:01:20.490000,46.0,2.0,,,0 days 00:00:21.445000,0 days 00:00:37.722000,0 days 00:00:21.323000,0 days 01:07:21.117000,0 days 01:07:58.839000,0 days 01:08:20.162000,190.0,187.0,270.0,285.0,False,SUPERSOFT,26.0,True,McLaren,0 days 01:06:59.620000,2018-05-27 14:12:59.650,1,17.0,False,,False,True,26.8,52.0,1015.1,False,36.5,166.0,1.2,86762.0,153502.0,"('MAG',)",0.12,"('GRO',)",-1.138
0 days 01:09:40.586000,VAN,2,0 days 00:01:20.476000,47.0,2.0,,,0 days 00:00:21.351000,0 days 00:00:37.837000,0 days 00:00:21.288000,0 days 01:08:41.513000,0 days 01:09:19.350000,0 days 01:09:40.638000,182.0,183.0,261.0,283.0,False,SUPERSOFT,27.0,True,McLaren,0 days 01:08:20.110000,2018-05-27 14:14:20.140,1,17.0,False,,False,True,26.85,52.05,1015.2,False,36.6,211.5,1.5,90099.0,156839.0,"('MAG',)",0.984,"('GRO',)",-1.198
0 days 01:10:59.996000,VAN,2,0 days 00:01:19.410000,48.0,2.0,,,0 days 00:00:21.016000,0 days 00:00:37.362000,0 days 00:00:21.032000,0 days 01:10:01.654000,0 days 01:10:39.016000,0 days 01:11:00.048000,189.0,187.0,260.0,282.0,False,SUPERSOFT,28.0,True,McLaren,0 days 01:09:40.586000,2018-05-27 14:15:40.616,1,17.0,False,,False,True,26.7,52.8,1015.0,False,36.6,155.0,1.8,93436.0,160176.0,"('MAG',)",0.077,"('GRO',)",-0.14700000000000002
0 days 01:12:18.392000,VAN,2,0 days 00:01:18.396000,49.0,2.0,,,0 days 00:00:20.747000,0 days 00:00:36.826000,0 days 00:00:20.823000,0 days 01:11:20.795000,0 days 01:11:57.621000,0 days 01:12:18.444000,193.0,188.0,262.0,283.0,False,SUPERSOFT,29.0,True,McLaren,0 days 01:10:59.996000,2018-05-27 14:17:00.026,1,17.0,False,,False,True,26.5,53.6,1015.1,False,36.4,141.0,2.0,96773.0,163513.0,"('MAG',)",-0.652,"('GRO',)",0.739
0 days 01:13:37.597000,VAN,2,0 days 00:01:19.205000,50.0,2.0,,,0 days 00:00:20.954000,0 days 00:00:37.199000,0 days 00:00:21.052000,0 days 01:12:39.398000,0 days 01:13:16.597000,0 days 01:13:37.649000,197.0,187.0,262.0,283.0,False,SUPERSOFT,30.0,True,McLaren,0 days 01:12:18.392000,2018-05-27 14:18:18.422,1,17.0,False,,False,True,26.65,53.4,1015.1500000000001,False,36.650000000000006,158.0,1.4500000000000002,100110.0,166850.0,"('MAG',)",0.262,"('GRO',)",0.523
0 days 01:14:56.361000,VAN,2,0 days 00:01:18.764000,51.0,2.0,,,0 days 00:00:20.764000,0 days 00:00:37.004000,0 days 00:00:20.996000,0 days 01:13:58.413000,0 days 01:14:35.417000,0 days 01:14:56.413000,195.0,185.0,268.0,284.0,False,SUPERSOFT,31.0,True,McLaren,0 days 01:13:37.597000,2018-05-27 14:19:37.627,1,17.0,False,,False,True,26.7,53.6,1015.1,False,36.3,151.0,1.4,103447.0,170187.0,"('MAG',)",-0.406,"('GRO',)",0.657
0 days 01:16:15.679000,VAN,2,0 days 00:01:19.318000,52.0,2.0,,,0 days 00:00:20.909000,0 days 00:00:37.272000,0 days 00:00:21.137000,0 days 01:15:17.322000,0 days 01:15:54.594000,0 days 01:16:15.731000,198.0,187.0,262.0,285.0,False,SUPERSOFT,32.0,True,McLaren,0 days 01:14:56.361000,2018-05-27 14:20:56.391,12,17.0,False,,False,True,26.6,54.4,1015.2,False,36.2,165.0,1.9,106784.0,173524.0,"('MAG',)",0.105,"('GRO',)",-0.050000000000000044
0 days 01:17:35.411000,VAN,2,0 days 00:01:19.732000,53.0,2.0,,,0 days 00:00:21.655000,0 days 00:00:37.115000,0 days 00:00:20.962000,0 days 01:16:37.386000,0 days 01:17:14.501000,0 days 01:17:35.463000,195.0,183.0,268.0,285.0,False,SUPERSOFT,33.0,True,McLaren,0 days 01:16:15.679000,2018-05-27 14:22:15.709,21,16.0,False,,False,True,26.65,54.5,1015.2,False,35.95,161.5,1.7,110121.0,176861.0,"('MAG',)",0.054,"('GRO',)",0.447
0 days 01:18:54.488000,VAN,2,0 days 00:01:19.077000,54.0,2.0,,,0 days 00:00:20.968000,0 days 00:00:37.109000,0 days 00:00:21,0 days 01:17:56.431000,0 days 01:18:33.540000,0 days 01:18:54.540000,191.0,187.0,268.0,286.0,False,SUPERSOFT,34.0,True,McLaren,0 days 01:17:35.411000,2018-05-27 14:23:35.441,1,16.0,False,,False,True,26.6,54.8,1015.2,False,35.6,180.0,1.0,113458.0,180198.0,"('MAG',)",-0.14500000000000002,"('GRO',)",0.152
0 days 01:20:13.784000,VAN,2,0 days 00:01:19.296000,55.0,2.0,,,0 days 00:00:20.877000,0 days 00:00:37.296000,0 days 00:00:21.123000,0 days 01:19:15.417000,0 days 01:19:52.713000,0 days 01:20:13.836000,187.0,185.0,262.0,285.0,False,SUPERSOFT,35.0,True,McLaren,0 days 01:18:54.488000,2018-05-27 14:24:54.518,1,16.0,False,,False,True,26.6,55.1,1015.1,False,35.6,287.0,1.1,116795.0,183535.0,"('MAG',)",0.416,"('GRO',)",-0.41400000000000003
0 days 01:21:33.020000,VAN,2,0 days 00:01:19.236000,56.0,2.0,,,0 days 00:00:21.010000,0 days 00:00:37.158000,0 days 00:00:21.068000,0 days 01:20:34.846000,0 days 01:21:12.004000,0 days 01:21:33.072000,188.0,186.0,261.0,283.0,False,SUPERSOFT,36.0,True,McLaren,0 days 01:20:13.784000,2018-05-27 14:26:13.814,1,16.0,False,,False,True,26.4,55.849999999999994,1015.2,False,34.7,162.5,1.1,120132.0,186872.0,"('MAG',)",0.488,"('GRO',)",-0.6890000000000001
0 days 01:22:51.361000,VAN,2,0 days 00:01:18.341000,57.0,2.0,,,0 days 00:00:20.745000,0 days 00:00:36.843000,0 days 00:00:20.753000,0 days 01:21:53.817000,0 days 01:22:30.660000,0 days 01:22:51.413000,197.0,186.0,261.0,282.0,False,SUPERSOFT,37.0,True,McLaren,0 days 01:21:33.020000,2018-05-27 14:27:33.050,1,16.0,False,,False,True,26.4,55.9,1015.2,False,34.6,156.0,1.0,123469.0,190209.0,"('MAG',)",0.107,"('GRO',)",0.395
0 days 01:24:09.415000,VAN,2,0 days 00:01:18.054000,58.0,2.0,,,0 days 00:00:20.687000,0 days 00:00:36.428000,0 days 00:00:20.939000,0 days 01:23:12.100000,0 days 01:23:48.528000,0 days 01:24:09.467000,208.0,189.0,260.0,284.0,False,SUPERSOFT,38.0,True,McLaren,0 days 01:22:51.361000,2018-05-27 14:28:51.391,1,16.0,False,,False,True,26.3,56.2,1015.2,False,34.7,193.0,1.4,126806.0,193546.0,"('MAG',)",-0.138,"('GRO',)",0.758
0 days 01:25:27.768000,VAN,2,0 days 00:01:18.353000,59.0,2.0,,,0 days 00:00:20.718000,0 days 00:00:36.541000,0 days 00:00:21.094000,0 days 01:24:30.185000,0 days 01:25:06.726000,0 days 01:25:27.820000,198.0,190.0,260.0,284.0,False,SUPERSOFT,39.0,True,McLaren,0 days 01:24:09.415000,2018-05-27 14:30:09.445,1,16.0,False,,False,True,26.3,56.45,1015.1500000000001,False,34.75,184.0,1.6,130143.0,196883.0,"('MAG',)",-0.19699999999999995,"('GRO',)",0.427
0 days 01:26:45.801000,VAN,2,0 days 00:01:18.033000,60.0,2.0,,,0 days 00:00:20.589000,0 days 00:00:36.600000,0 days 00:00:20.844000,0 days 01:25:48.409000,0 days 01:26:25.009000,0 days 01:26:45.853000,203.0,189.0,262.0,285.0,False,SUPERSOFT,40.0,True,McLaren,0 days 01:25:27.768000,2018-05-27 14:31:27.798,1,16.0,False,,False,True,26.3,56.7,1015.2,False,34.4,177.0,2.4,133480.0,200220.0,"('MAG',)",-0.381,"('GRO',)",0.763
0 days 01:28:03.830000,VAN,2,0 days 00:01:18.029000,61.0,2.0,,,0 days 00:00:20.566000,0 days 00:00:36.673000,0 days 00:00:20.790000,0 days 01:27:06.419000,0 days 01:27:43.092000,0 days 01:28:03.882000,198.0,190.0,262.0,285.0,False,SUPERSOFT,41.0,True,McLaren,0 days 01:26:45.801000,2018-05-27 14:32:45.831,1,16.0,False,,False,True,26.3,56.7,1015.2,False,34.4,177.0,2.4,136817.0,203557.0,"('MAG',)",0.108,"('GRO',)",0.532
0 days 01:29:21.941000,VAN,2,0 days 00:01:18.111000,62.0,2.0,,,0 days 00:00:20.574000,0 days 00:00:36.660000,0 days 00:00:20.877000,0 days 01:28:24.456000,0 days 01:29:01.116000,0 days 01:29:21.993000,,188.0,262.0,286.0,False,SUPERSOFT,42.0,True,McLaren,0 days 01:28:03.830000,2018-05-27 14:34:03.860,1,16.0,False,,False,True,26.3,56.8,1015.2,False,34.4,157.0,2.2,140154.0,206894.0,"('MAG',)",0.077,"('GRO',)",0.694
0 days 01:30:39.930000,VAN,2,0 days 00:01:17.989000,63.0,2.0,,,0 days 00:00:20.428000,0 days 00:00:36.773000,0 days 00:00:20.788000,0 days 01:29:42.421000,0 days 01:30:19.194000,0 days 01:30:39.982000,203.0,189.0,262.0,285.0,False,SUPERSOFT,43.0,True,McLaren,0 days 01:29:21.941000,2018-05-27 14:35:21.971,1,16.0,False,,False,True,26.2,56.900000000000006,1015.25,False,34.3,222.5,1.2999999999999998,143491.0,210231.0,"('MAG',)",0.071,"('GRO',)",0.538
0 days 01:31:57.862000,VAN,2,0 days 00:01:17.932000,64.0,2.0,,,0 days 00:00:20.490000,0 days 00:00:36.630000,0 days 00:00:20.812000,0 days 01:31:00.472000,0 days 01:31:37.102000,0 days 01:31:57.914000,204.0,188.0,263.0,286.0,False,SUPERSOFT,44.0,True,McLaren,0 days 01:30:39.930000,2018-05-27 14:36:39.960,1,16.0,False,,False,True,26.2,57.0,1015.3,False,34.3,212.0,1.4,146828.0,213568.0,"('MAG',)",-0.20899999999999996,"('GRO',)",0.824
0 days 01:33:16.284000,VAN,2,0 days 00:01:18.422000,65.0,2.0,,,0 days 00:00:20.624000,0 days 00:00:36.858000,0 days 00:00:20.940000,0 days 01:32:18.538000,0 days 01:32:55.396000,0 days 01:33:16.336000,196.0,186.0,262.0,286.0,False,SUPERSOFT,45.0,True,McLaren,0 days 01:31:57.862000,2018-05-27 14:37:57.892,1,16.0,False,,False,True,26.2,57.0,1015.3,False,34.3,212.0,1.4,150165.0,216905.0,"('MAG',)",0.151,"('GRO',)",1.026
0 days 01:34:34.542000,VAN,2,0 days 00:01:18.258000,66.0,2.0,,,0 days 00:00:20.537000,0 days 00:00:36.841000,0 days 00:00:20.880000,0 days 01:33:36.873000,0 days 01:34:13.714000,0 days 01:34:34.594000,197.0,188.0,262.0,286.0,False,SUPERSOFT,46.0,True,McLaren,0 days 01:33:16.284000,2018-05-27 14:39:16.314,1,16.0,False,,False,True,26.05,57.25,1015.3,False,34.2,186.0,1.7,153502.0,220242.0,"('MAG',)",-0.15200000000000002,"('GRO',)",0.909
0 days 01:35:52.776000,VAN,2,0 days 00:01:18.234000,67.0,2.0,,,0 days 00:00:20.540000,0 days 00:00:36.785000,0 days 00:00:20.909000,0 days 01:34:55.134000,0 days 01:35:31.919000,0 days 01:35:52.828000,200.0,189.0,263.0,287.0,False,SUPERSOFT,47.0,True,McLaren,0 days 01:34:34.542000,2018-05-27 14:40:34.572,1,16.0,False,,False,True,25.9,58.1,1015.2,False,34.3,159.0,1.7,156839.0,223579.0,"('MAG',)",-0.05400000000000005,"('GRO',)",1.3860000000000001
0 days 01:37:11.643000,VAN,2,0 days 00:01:18.867000,68.0,2.0,,,0 days 00:00:20.629000,0 days 00:00:37.035000,0 days 00:00:21.203000,0 days 01:36:13.457000,0 days 01:36:50.492000,0 days 01:37:11.695000,194.0,183.0,269.0,286.0,False,SUPERSOFT,48.0,True,McLaren,0 days 01:35:52.776000,2018-05-27 14:41:52.806,1,16.0,False,,False,True,25.9,58.1,1015.2,False,34.3,159.0,1.7,160176.0,226916.0,"('MAG',)",-0.30100000000000005,"('GRO',)",24.477
0 days 01:38:30.443000,VAN,2,0 days 00:01:18.800000,69.0,2.0,,,0 days 00:00:20.718000,0 days 00:00:37.072000,0 days 00:00:21.010000,0 days 01:37:32.413000,0 days 01:38:09.485000,0 days 01:38:30.495000,199.0,189.0,269.0,287.0,False,SUPERSOFT,49.0,True,McLaren,0 days 01:37:11.643000,2018-05-27 14:43:11.673,1,16.0,False,,False,True,26.15,56.95,1015.2,False,34.8,164.5,1.0,163513.0,230253.0,"('MAG',)",0.171,"('GRO',)",1.568
0 days 01:39:48.941000,VAN,2,0 days 00:01:18.498000,70.0,2.0,,,0 days 00:00:20.667000,0 days 00:00:36.892000,0 days 00:00:20.939000,0 days 01:38:51.162000,0 days 01:39:28.054000,0 days 01:39:48.993000,195.0,189.0,269.0,286.0,False,SUPERSOFT,50.0,True,McLaren,0 days 01:38:30.443000,2018-05-27 14:44:30.473,1,16.0,False,,False,True,26.3,56.5,1015.3,False,34.5,187.0,1.4,166850.0,233590.0,"('MAG',)",0.015,"('GRO',)",-3.307
0 days 01:41:09.380000,VAN,2,0 days 00:01:20.439000,71.0,2.0,,,0 days 00:00:20.592000,0 days 00:00:38.692000,0 days 00:00:21.155000,0 days 01:40:09.585000,0 days 01:40:48.277000,0 days 01:41:09.432000,194.0,173.0,270.0,286.0,False,SUPERSOFT,51.0,True,McLaren,0 days 01:39:48.941000,2018-05-27 14:45:48.971,12,14.0,False,,False,True,26.2,57.2,1015.2,False,34.4,166.0,1.3,170187.0,236927.0,"('MAG',)",-0.21699999999999997,"('HAR',)",
0 days 01:43:07.772000,VAN,2,0 days 00:01:58.392000,72.0,2.0,,0 days 01:42:43.175000,0 days 00:00:29.137000,0 days 00:00:48.782000,0 days 00:00:40.473000,0 days 01:41:38.569000,0 days 01:42:27.351000,0 days 01:43:07.824000,115.0,174.0,,200.0,False,SUPERSOFT,52.0,True,McLaren,0 days 01:41:09.380000,2018-05-27 14:47:09.410,26,14.0,False,,False,False,26.1,57.35,1015.1500000000001,False,34.3,159.0,1.4500000000000002,173524.0,240264.0,"('MAG',)",15.617,"('GRO',)",-13.698
0 days 01:44:33.463000,VAN,2,0 days 00:01:25.691000,73.0,3.0,0 days 01:43:08.478000,,0 days 00:00:29.562000,0 days 00:00:35.866000,0 days 00:00:20.263000,0 days 01:43:37.386000,0 days 01:44:13.252000,0 days 01:44:33.515000,154.0,191.0,270.0,284.0,False,HYPERSOFT,1.0,True,McLaren,0 days 01:43:07.772000,2018-05-27 14:49:07.802,671,14.0,False,,False,False,25.799999999999997,58.150000000000006,1015.2,False,34.35,173.5,1.35,3337.0,243601.0,"('MAG',)",-5.029,"('GRO',)",-6.691
0 days 01:45:50.757000,VAN,2,0 days 00:01:17.294000,74.0,3.0,,,0 days 00:00:20.816000,0 days 00:00:36.137000,0 days 00:00:20.341000,0 days 01:44:54.331000,0 days 01:45:30.468000,0 days 01:45:50.809000,190.0,188.0,270.0,287.0,False,HYPERSOFT,2.0,True,McLaren,0 days 01:44:33.463000,2018-05-27 14:50:33.493,1,14.0,False,,False,True,25.7,58.2,1015.2,False,34.5,149.0,1.4,6674.0,246938.0,"('MAG',)",-1.329,"('GRO',)",-2.472
0 days 01:47:08.030000,VAN,2,0 days 00:01:17.273000,75.0,3.0,,,0 days 00:00:20.623000,0 days 00:00:36.106000,0 days 00:00:20.544000,0 days 01:46:11.432000,0 days 01:46:47.538000,0 days 01:47:08.082000,202.0,192.0,263.0,285.0,False,HYPERSOFT,3.0,True,McLaren,0 days 01:45:50.757000,2018-05-27 14:51:50.787,1,14.0,False,,False,True,25.5,58.7,1015.2,False,33.8,173.0,1.5,10011.0,250275.0,"('MAG',)",-2.107,"('GRO',)",1.6219999999999999
0 days 01:48:24.894000,VAN,2,0 days 00:01:16.864000,76.0,3.0,,,0 days 00:00:20.203000,0 days 00:00:36.032000,0 days 00:00:20.629000,0 days 01:47:28.285000,0 days 01:48:04.317000,0 days 01:48:24.946000,204.0,193.0,263.0,287.0,True,HYPERSOFT,4.0,True,McLaren,0 days 01:47:08.030000,2018-05-27 14:53:08.060,1,14.0,False,,False,True,25.45,59.15,1015.1,False,34.05,194.5,1.4,13348.0,253612.0,"('MAG',)",-1.822,"('GRO',)",2.269
0 days 01:49:42.525000,VAN,2,0 days 00:01:17.631000,77.0,3.0,,,0 days 00:00:20.616000,0 days 00:00:35.919000,0 days 00:00:21.096000,0 days 01:48:45.562000,0 days 01:49:21.481000,0 days 01:49:42.577000,192.0,196.0,164.0,286.0,False,HYPERSOFT,5.0,True,McLaren,0 days 01:48:24.894000,2018-05-27 14:54:24.924,1,14.0,False,,False,True,25.7,58.0,1015.2,False,34.7,125.0,1.1,16685.0,256949.0,"('MAG',)",-1.25,"('GRO',)",3.578
